"Time","LAP_BEACON","G_LAT","ROTY","STEERANGLE","SPEED","THROTTLE","BRAKE","GEAR","G_LON","CLUTCH","RPMS","TC","ABS","SUS_TRAVEL_LF","SUS_TRAVEL_RF","SUS_TRAVEL_LR","SUS_TRAVEL_RR","BRAKE_TEMP_LF","BRAKE_TEMP_RF","BRAKE_TEMP_LR","BRAKE_TEMP_RR","TYRE_PRESS_LF","TYRE_PRESS_RF","TYRE_PRESS_LR","TYRE_PRESS_RR","TYRE_TAIR_LF","TYRE_TAIR_RF","TYRE_TAIR_LR","TYRE_TAIR_RR","WHEEL_SPEED_LF","WHEEL_SPEED_RF","WHEEL_SPEED_LR","WHEEL_SPEED_RR","BUMPSTOPUP_RIDE_LF","BUMPSTOPUP_RIDE_RF","BUMPSTOPUP_RIDE_LR","BUMPSTOPUP_RIDE_RR","BUMPSTOPDN_RIDE_LF","BUMPSTOPDN_RIDE_RF","BUMPSTOPDN_RIDE_LR","BUMPSTOPDN_RIDE_RR","BUMPSTOP_FORCE_LF","BUMPSTOP_FORCE_RF","BUMPSTOP_FORCE_LR","BUMPSTOP_FORCE_RR","EN_ET","EN_TL","EN_TD","EN_TB","EN_TW","EN_W","EN_Dy","EN_AP","EN_GR","TIME"
"s","..","m/s2","deg/s","deg","km/h","%","%","no","m/s2","%","1/min","..","..","mm","mm","mm","mm","C","C","C","C","..","..","..","..","C","C","C","C","m/s","m/s","m/s","m/s","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."


"51.600","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","400","400","362","362","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","-2","4","1225","2","-0","-1","52"
"51.650","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","400","400","362","362","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","1","-2","4","1225","2","-0","-1","52"
"51.700","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","400","400","362","362","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","1","-1","4","1224","2","-0","-1","52"
"51.750","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","400","400","362","362","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","1","-1","3","1224","2","-0","-0","52"
"51.800","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","400","400","362","362","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-0","1","-1","3","1224","2","0","0","52"
"51.850","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","400","400","362","362","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-0","1","-1","3","1224","2","0","1","52"
"51.900","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","400","400","362","362","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-0","1","-1","2","1224","2","1","1","52"
"51.950","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","400","400","362","362","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","1","-1","2","1224","1","1","1","52"
"52.000","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","399","399","362","362","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","1","-1","2","1224","1","1","1","52"
"52.050","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","399","399","362","362","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","1","-1","2","1224","1","2","1","52"
"52.100","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","399","399","362","362","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","1","1","-1","2","1224","1","2","1","52"
"52.150","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","399","399","362","362","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","1","1","-1","2","1225","1","2","1","52"
"52.200","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","399","399","362","362","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","1","1","-1","2","1225","0","2","1","52"
"52.250","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","399","399","362","362","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","1","1","-1","2","1225","0","3","0","52"
"52.300","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","399","399","362","362","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","1","1","-1","2","1225","-0","2","-0","52"
"52.350","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","399","399","362","362","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","1","1","-1","2","1226","-0","2","-1","52"
"52.400","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","399","399","362","362","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","1","1","-1","2","1226","-0","2","-1","52"
"52.450","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","399","399","362","362","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","1","1","-0","2","1226","-0","2","-1","52"
"52.500","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","399","399","362","362","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","1","0","-0","3","1226","-1","1","-1","52"
"52.550","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","399","399","362","362","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","1","0","-0","3","1226","-1","1","-1","53"
"52.600","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","399","399","362","362","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","1","-0","-0","3","1226","-1","1","-1","53"
"52.650","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","399","399","362","362","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","1","-0","-0","3","1226","-1","1","-1","53"
"52.700","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","399","399","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","1","-0","0","4","1226","-0","0","-1","53"
"52.750","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","399","399","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","1","-1","0","4","1226","-0","0","-0","53"
"52.800","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","399","399","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","1","-1","0","4","1225","-0","0","-0","53"
"52.850","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","399","399","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","1","-1","0","4","1225","-0","0","0","53"
"52.900","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","399","399","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","1","-1","0","4","1225","0","0","1","53"
"52.950","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","399","399","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","1","-1","1","4","1225","0","0","1","53"
"53.000","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","399","399","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","1","-1","1","4","1224","1","0","1","53"
"53.050","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","398","398","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","1","-1","1","4","1224","1","1","1","53"
"53.100","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","398","398","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","-1","1","4","1224","1","1","1","53"
"53.150","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","398","398","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","-1","1","4","1224","1","1","1","53"
"53.200","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","398","398","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","-1","1","3","1224","1","2","1","53"
"53.250","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","398","398","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","-1","1","3","1224","1","2","0","53"
"53.300","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","398","398","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-0","-1","1","3","1224","1","2","0","53"
"53.350","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","398","398","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-0","-1","1","3","1224","2","2","-0","53"
"53.400","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","398","398","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-0","-1","1","3","1225","2","2","-0","53"
"53.450","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","398","398","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-0","-1","1","2","1225","2","2","-1","53"
"53.500","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","398","398","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-0","-0","1","2","1225","2","2","-1","54"
"53.550","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","398","398","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","-0","1","2","1225","1","2","-1","54"
"53.600","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","398","398","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-1","-0","1","2","1225","1","2","-1","54"
"53.650","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","398","398","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-1","0","1","2","1225","1","1","-1","54"
"53.700","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","398","398","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-1","0","1","2","1226","1","1","-1","54"
"53.750","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","398","398","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-1","0","1","2","1226","1","1","-0","54"
"53.800","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","398","398","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-1","0","1","2","1226","1","1","-0","54"
"53.850","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","398","398","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-1","0","1","2","1226","1","1","0","54"
"53.900","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","398","398","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-1","1","1","3","1226","1","0","0","54"
"53.950","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","398","398","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-1","1","1","3","1226","0","0","1","54"
"54.000","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","398","398","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-1","1","0","3","1226","0","0","1","54"
"54.050","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","398","398","361","361","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-1","1","0","3","1225","0","1","1","54"
"54.100","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","397","397","360","360","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","1","0","3","1225","0","1","1","54"
"54.150","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","397","397","360","360","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","1","0","3","1225","0","1","1","54"
"54.200","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","397","397","360","360","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","1","0","3","1225","0","1","0","54"
"54.250","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","397","397","360","360","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","1","0","3","1225","0","1","0","54"
"54.300","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","397","397","360","360","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","1","0","4","1225","0","1","0","54"
"54.350","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","397","397","360","360","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","0","-0","4","1225","0","2","-0","54"
"54.400","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","397","397","360","360","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","0","-0","4","1224","0","2","-0","54"
"54.450","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","397","397","360","360","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","0","-0","3","1224","0","2","-0","54"
"54.500","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","397","397","360","360","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","3","1225","0","2","-1","54"
"54.550","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","397","397","360","360","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","3","1225","0","2","-1","55"
"54.600","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","397","397","360","360","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-0","3","1225","1","2","-0","55"
"54.650","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","397","397","360","360","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-0","3","1225","1","2","-0","55"
"54.700","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","397","397","360","360","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-0","3","1225","1","1","-0","55"
"54.750","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","397","397","360","360","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-0","3","1225","1","1","-0","55"
"54.800","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","397","397","360","360","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-0","3","1225","1","1","0","55"
"54.850","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","397","397","360","360","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-0","3","1225","1","1","0","55"
"54.900","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","397","397","360","360","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-0","3","1225","1","1","0","55"
"54.950","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","397","397","360","360","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-0","2","1226","1","1","0","55"
"55.000","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","397","397","360","360","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-0","2","1226","1","1","0","55"
"55.050","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","397","397","360","360","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-0","2","1226","1","1","0","55"
"55.100","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","397","397","360","360","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-0","2","1225","1","1","0","55"
"55.150","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","396","396","360","360","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-0","3","1225","1","1","0","55"
"55.200","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","396","396","360","360","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-0","3","1225","1","1","0","55"
"55.250","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","396","396","360","360","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-0","3","1225","1","1","-0","55"
"55.300","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","396","396","360","360","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-0","3","1225","1","1","-0","55"
"55.350","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","396","396","360","360","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-0","3","1225","1","1","-0","55"
"55.400","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","396","396","360","360","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-0","3","1225","1","2","-0","55"
"55.450","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","396","396","359","359","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","3","1225","0","2","-1","55"
"55.500","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","396","396","359","359","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","3","1225","0","2","-1","56"
"55.550","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","396","396","359","359","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","0","-0","3","1224","0","2","-0","56"
"55.600","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","396","396","359","359","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","0","-0","4","1224","0","2","-0","56"
"55.650","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","396","396","359","359","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","0","-0","4","1224","0","2","-0","56"
"55.700","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","396","396","359","359","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","0","0","4","1225","0","1","-0","56"
"55.750","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","396","396","359","359","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","1","0","3","1225","0","1","0","56"
"55.800","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","396","396","359","359","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","1","0","3","1225","0","1","0","56"
"55.850","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","396","396","359","359","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","1","0","3","1225","0","1","0","56"
"55.900","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","396","396","359","359","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","1","0","3","1225","0","1","1","56"
"55.950","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","396","396","359","359","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-1","1","0","3","1225","0","1","1","56"
"56.000","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","396","396","359","359","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-1","1","0","3","1226","0","1","1","56"
"56.050","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","396","396","359","359","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-1","1","1","3","1226","0","0","1","56"
"56.100","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","396","396","359","359","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-1","1","1","3","1226","1","0","0","56"
"56.150","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","396","396","359","359","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-1","0","1","2","1226","1","1","0","56"
"56.200","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","395","395","359","359","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-1","0","1","2","1226","1","1","-0","56"
"56.250","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","395","395","359","359","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-1","0","1","2","1226","1","1","-0","56"
"56.300","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","395","395","359","359","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-1","0","1","2","1226","1","1","-1","56"
"56.350","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","395","395","359","359","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-1","0","1","2","1226","1","1","-1","56"
"56.400","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","395","395","359","359","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0","-1","-0","1","2","1225","1","2","-1","56"
"56.450","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","395","395","359","359","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","-0","1","2","1225","1","2","-1","56"
"56.500","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","395","395","359","359","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-0","-0","1","2","1225","1","2","-1","56"
"56.550","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","395","395","359","359","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-0","-1","1","2","1225","2","2","-1","57"
"56.600","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","395","395","359","359","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-0","-1","1","3","1225","2","2","-0","57"
"56.650","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","395","395","359","359","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-0","-1","1","3","1224","2","2","-0","57"
"56.700","0","0.00","0.00","-0","0.0","0","0","0","0","100","1877","0","0","8","8","20","20","395","395","359","359","27","28","26","27","81","81","81","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-0","-1","1","3","1224","1","2","0","57"
